                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                0.72027,                0.77448,                  1.254,                 0.7828,                 0.7459,                0.81272,                0.67221,                0.63724,                 0.8782,                 1.2803,              0.0007822,              0.0007822,              0.0007822
                     24,                0.71625,                0.78345,                 1.2511,                0.67567,                0.66242,                 0.6854,                0.56657,                0.61068,                 1.3546,                 1.2532,              0.0007723,              0.0007723,              0.0007723
                     25,                0.70285,                0.74395,                 1.2367,                0.86753,                0.84896,                0.91659,                0.78144,                 0.5623,                0.57024,                 1.2113,              0.0007624,              0.0007624,              0.0007624
                     26,                0.68891,                0.73476,                 1.2247,                0.76821,                0.81928,                0.87599,                0.75323,                 0.5578,                0.71397,                 1.1979,              0.0007525,              0.0007525,              0.0007525
                     27,                0.68217,                0.72116,                 1.2204,                0.82728,                0.86288,                0.91358,                0.78061,                  0.561,                0.58385,                 1.2011,              0.0007426,              0.0007426,              0.0007426
                     28,                0.67643,                0.71123,                 1.2138,                 0.7074,                0.73751,                0.78285,                0.65991,                 0.5835,                 1.0718,                 1.2064,              0.0007327,              0.0007327,              0.0007327
                     29,                0.67244,                0.69743,                 1.2091,                0.85475,                0.84532,                0.91553,                0.77869,                 0.5646,                0.61839,                  1.213,              0.0007228,              0.0007228,              0.0007228
                     30,                0.66627,                0.70243,                 1.2076,                0.72194,                0.84645,                0.87541,                0.75935,                0.54742,                0.76364,                 1.1942,              0.0007129,              0.0007129,              0.0007129
                     31,                0.65175,                0.67522,                 1.1943,                0.83959,                 0.8494,                0.90801,                 0.7798,                0.55352,                0.57306,                 1.1845,               0.000703,               0.000703,               0.000703
                     32,                0.65067,                0.67025,                 1.1927,                0.86483,                0.88529,                0.93162,                0.81197,                0.51508,                0.52092,                 1.1639,              0.0006931,              0.0006931,              0.0006931
                     33,                 0.6419,                0.66272,                 1.1863,                0.76119,                 0.7902,                0.84666,                0.72206,                0.58889,                0.77852,                 1.2295,              0.0006832,              0.0006832,              0.0006832
                     34,                0.63537,                0.65054,                 1.1789,                 0.8911,                0.84548,                0.93384,                0.81638,                0.51839,                0.52463,                  1.156,              0.0006733,              0.0006733,              0.0006733
                     35,                 0.6324,                0.65255,                 1.1813,                0.86013,                0.85263,                0.92946,                0.80197,                0.53925,                0.53207,                 1.1741,              0.0006634,              0.0006634,              0.0006634
                     36,                0.62439,                0.63812,                 1.1715,                0.84912,                0.85804,                0.92538,                0.80871,                0.52105,                0.54229,                 1.1606,              0.0006535,              0.0006535,              0.0006535
                     37,                0.62115,                0.62941,                  1.167,                0.80816,                0.83328,                0.88727,                0.77567,                0.52003,                0.66898,                 1.1686,              0.0006436,              0.0006436,              0.0006436
                     38,                0.61817,                0.63016,                 1.1683,                0.82817,                0.87143,                0.91613,                0.79931,                0.52232,                0.55368,                  1.159,              0.0006337,              0.0006337,              0.0006337
                     39,                0.61464,                0.62101,                 1.1592,                 0.8116,                0.83871,                0.91313,                0.80353,                0.50657,                0.62009,                 1.1504,              0.0006238,              0.0006238,              0.0006238
                     40,                 0.6129,                0.62101,                 1.1622,                0.85887,                0.87035,                0.92763,                0.81424,                0.50696,                0.53305,                 1.1504,              0.0006139,              0.0006139,              0.0006139
                     41,                0.59769,                0.60106,                 1.1456,                0.87477,                0.85525,                0.92943,                0.81771,                0.50027,                0.51433,                 1.1511,               0.000604,               0.000604,               0.000604
                     42,                0.60118,                0.61066,                 1.1515,                0.84957,                0.81794,                0.91067,                0.80495,                0.49593,                0.60012,                  1.143,              0.0005941,              0.0005941,              0.0005941
                     43,                0.59173,                0.59738,                 1.1406,                 0.8743,                0.87363,                0.93751,                0.82775,                0.49041,                0.49875,                  1.137,              0.0005842,              0.0005842,              0.0005842
                     44,                0.59089,                0.59177,                 1.1387,                0.88072,                0.89918,                0.94405,                0.83467,                0.49273,                0.44674,                 1.1341,              0.0005743,              0.0005743,              0.0005743
                     45,                0.58272,                0.58318,                 1.1347,                0.86469,                0.89277,                0.93287,                0.83088,                0.47804,                0.49229,                 1.1302,              0.0005644,              0.0005644,              0.0005644
                     46,                0.58484,                0.58141,                 1.1352,                0.89536,                 0.8746,                 0.9429,                0.84734,                0.46012,                 0.4586,                  1.108,              0.0005545,              0.0005545,              0.0005545
                     47,                0.57878,                0.56674,                 1.1288,                0.85997,                0.88214,                0.93661,                0.82832,                0.47972,                0.48066,                  1.129,              0.0005446,              0.0005446,              0.0005446
                     48,                0.57067,                0.56404,                 1.1268,                0.89721,                0.86383,                0.93854,                 0.8343,                0.48593,                0.46183,                 1.1328,              0.0005347,              0.0005347,              0.0005347
                     49,                0.57187,                0.57008,                 1.1272,                0.89306,                0.89868,                0.95004,                0.85248,                0.45967,                0.42315,                 1.1101,              0.0005248,              0.0005248,              0.0005248
                     50,                0.56666,                0.56138,                 1.1204,                0.81979,                0.84118,                 0.9147,                0.80801,                0.48389,                0.67403,                 1.1246,              0.0005149,              0.0005149,              0.0005149
                     51,                0.56573,                0.55439,                 1.1197,                0.91102,                0.88682,                0.95148,                0.85104,                0.46139,                0.42007,                  1.109,               0.000505,               0.000505,               0.000505
                     52,                0.56032,                0.54741,                 1.1135,                0.87587,                0.89058,                0.94397,                0.84883,                0.44872,                0.46779,                 1.1025,              0.0004951,              0.0004951,              0.0004951
                     53,                0.56099,                0.54804,                 1.1144,                0.87804,                0.89416,                0.94118,                0.84466,                0.44383,                0.44637,                 1.1008,              0.0004852,              0.0004852,              0.0004852
                     54,                0.55843,                0.53424,                 1.1129,                0.89794,                0.91329,                0.95378,                 0.8544,                0.45815,                0.40238,                 1.1071,              0.0004753,              0.0004753,              0.0004753
                     55,                0.55039,                0.54534,                 1.1094,                0.87692,                0.89642,                 0.9411,                0.84242,                0.45717,                0.44251,                 1.1026,              0.0004654,              0.0004654,              0.0004654
                     56,                0.54906,                0.52684,                 1.1073,                0.88848,                 0.9202,                0.95146,                0.85691,                0.44624,                0.40765,                 1.1002,              0.0004555,              0.0004555,              0.0004555
                     57,                 0.5412,                0.52574,                 1.0982,                 0.8939,                0.90273,                0.95049,                0.85914,                0.44752,                0.42231,                 1.0985,              0.0004456,              0.0004456,              0.0004456
                     58,                0.54372,                0.52534,                 1.0971,                0.88013,                0.88487,                0.94524,                0.84923,                0.45016,                0.47037,                  1.098,              0.0004357,              0.0004357,              0.0004357
                     59,                0.53409,                 0.5208,                 1.0945,                0.89573,                 0.9151,                0.95151,                0.86196,                0.43891,                0.40115,                 1.0875,              0.0004258,              0.0004258,              0.0004258
                     60,                0.53257,                0.51209,                 1.0885,                0.89675,                0.90933,                0.95307,                0.85762,                0.45271,                0.40834,                 1.1028,              0.0004159,              0.0004159,              0.0004159
                     61,                0.53071,                0.51262,                 1.0889,                0.91456,                0.89989,                0.95552,                0.86208,                0.43637,                0.38948,                 1.0892,               0.000406,               0.000406,               0.000406
                     62,                0.52807,                0.50788,                  1.086,                0.87176,                   0.91,                0.94757,                0.85356,                0.44014,                0.43601,                 1.0928,              0.0003961,              0.0003961,              0.0003961
                     63,                0.52451,                0.50259,                 1.0868,                0.89104,                0.88765,                0.94806,                0.86021,                0.43174,                0.42354,                 1.0861,              0.0003862,              0.0003862,              0.0003862
                     64,                0.52256,                0.50105,                 1.0821,                0.91057,                0.91182,                0.95517,                0.86682,                0.42778,                0.38694,                 1.0826,              0.0003763,              0.0003763,              0.0003763
                     65,                0.52015,                0.49572,                 1.0804,                0.91528,                0.91523,                0.95773,                0.87123,                0.42098,                0.37669,                 1.0689,              0.0003664,              0.0003664,              0.0003664
                     66,                0.52068,                0.49672,                   1.08,                0.90445,                0.92016,                 0.9568,                 0.8643,                0.43542,                0.38614,                 1.0894,              0.0003565,              0.0003565,              0.0003565
                     67,                0.51758,                0.49342,                 1.0781,                0.91574,                0.90746,                0.95515,                0.86777,                0.42062,                0.38689,                 1.0783,              0.0003466,              0.0003466,              0.0003466
                     68,                0.51274,                0.48883,                 1.0777,                0.90849,                0.91503,                0.96038,                0.87158,                0.42996,                0.37132,                 1.0794,              0.0003367,              0.0003367,              0.0003367
                     69,                0.51473,                0.49066,                 1.0774,                0.89468,                 0.9108,                0.95689,                0.87369,                0.41318,                0.38566,                 1.0659,              0.0003268,              0.0003268,              0.0003268
                     70,                 0.5093,                0.48473,                 1.0729,                0.91797,                 0.9196,                 0.9592,                0.87615,                0.41426,                0.37569,                 1.0696,              0.0003169,              0.0003169,              0.0003169
                     71,                0.50408,                0.47254,                 1.0669,                0.91007,                0.92715,                0.96131,                0.87765,                0.41521,                0.36339,                 1.0678,               0.000307,               0.000307,               0.000307
                     72,                0.50502,                0.47576,                 1.0701,                0.92121,                0.91708,                0.96045,                0.87753,                0.41089,                0.36137,                 1.0634,              0.0002971,              0.0002971,              0.0002971
                     73,                0.50365,                  0.471,                 1.0672,                0.91333,                0.90019,                0.95803,                0.87553,                0.41062,                0.39334,                 1.0652,              0.0002872,              0.0002872,              0.0002872
                     74,                0.49723,                0.46472,                 1.0626,                0.91752,                0.92194,                0.96057,                0.88302,                 0.4019,                0.35659,                 1.0565,              0.0002773,              0.0002773,              0.0002773
                     75,                0.49363,                0.46221,                 1.0599,                0.92485,                0.92344,                0.96313,                0.88246,                0.40563,                0.35841,                 1.0593,              0.0002674,              0.0002674,              0.0002674
                     76,                0.49127,                0.45718,                 1.0583,                 0.9167,                0.92047,                0.96236,                0.88427,                0.39956,                0.34937,                 1.0585,              0.0002575,              0.0002575,              0.0002575
                     77,                0.49276,                0.46256,                  1.063,                 0.9254,                0.92672,                0.96174,                0.88576,                0.40201,                0.34456,                  1.055,              0.0002476,              0.0002476,              0.0002476
                     78,                0.48751,                0.45507,                 1.0543,                0.91846,                0.91977,                0.96283,                0.88527,                0.40042,                0.34934,                 1.0569,              0.0002377,              0.0002377,              0.0002377
                     79,                0.48538,                0.45099,                 1.0515,                0.92647,                0.92303,                0.96394,                0.88567,                0.40432,                0.34858,                 1.0564,              0.0002278,              0.0002278,              0.0002278
                     80,                0.48407,                0.44735,                 1.0528,                 0.9232,                0.91613,                0.96282,                0.88336,                0.40191,                0.35791,                 1.0571,              0.0002179,              0.0002179,              0.0002179
                     81,                0.48089,                0.44115,                 1.0503,                0.92022,                0.93586,                0.96506,                0.88941,                 0.3942,                0.33621,                 1.0519,               0.000208,               0.000208,               0.000208
                     82,                0.47541,                0.43984,                 1.0456,                0.90906,                0.92677,                0.96114,                0.88654,                0.39227,                0.35242,                 1.0493,              0.0001981,              0.0001981,              0.0001981
                     83,                0.47301,                0.43647,                  1.041,                0.92289,                0.92116,                0.96313,                 0.8876,                0.39314,                 0.3471,                 1.0493,              0.0001882,              0.0001882,              0.0001882
                     84,                0.47021,                0.43154,                 1.0406,                0.92947,                0.92549,                0.96355,                0.88915,                0.39076,                0.34059,                 1.0496,              0.0001783,              0.0001783,              0.0001783
                     85,                0.47116,                0.43385,                 1.0434,                0.92326,                0.91775,                0.96258,                0.89035,                0.38872,                0.34435,                 1.0512,              0.0001684,              0.0001684,              0.0001684
                     86,                0.46927,                0.43342,                 1.0409,                0.93917,                 0.9204,                0.96461,                0.89079,                0.39396,                0.33004,                 1.0527,              0.0001585,              0.0001585,              0.0001585
                     87,                0.46518,                 0.4267,                 1.0379,                0.92384,                0.92749,                0.96525,                0.88989,                0.39254,                0.33367,                 1.0478,              0.0001486,              0.0001486,              0.0001486
                     88,                0.46862,                 0.4283,                 1.0414,                0.92996,                0.92628,                0.96487,                0.89224,                0.38951,                0.32919,                 1.0492,              0.0001387,              0.0001387,              0.0001387
                     89,                0.46118,                0.42185,                  1.035,                0.92478,                 0.9274,                0.96526,                  0.895,                0.38408,                0.32619,                 1.0463,              0.0001288,              0.0001288,              0.0001288
                     90,                0.46215,                 0.4203,                 1.0364,                0.93099,                0.92266,                0.96268,                0.89028,                0.38627,                0.33034,                 1.0495,              0.0001189,              0.0001189,              0.0001189
                     91,                0.40362,                0.35918,                 1.0118,                 0.9367,                0.90684,                0.96245,                0.88859,                0.39293,                0.35471,                 1.0506,               0.000109,               0.000109,               0.000109
                     92,                0.38616,                0.33707,                0.99837,                0.93534,                0.92632,                0.96624,                0.89503,                0.38785,                0.32619,                 1.0458,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.38488,                0.33563,                0.99854,                0.93186,                0.92205,                0.96791,                0.89542,                0.38501,                0.32336,                 1.0443,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.38087,                 0.3271,                0.99242,                0.92252,                0.93856,                0.96739,                0.89851,                0.38098,                 0.3205,                 1.0415,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.38014,                0.32614,                0.99056,                0.92713,                0.93692,                0.96788,                0.90096,                0.38084,                0.31752,                 1.0414,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.37371,                  0.317,                0.98646,                0.93379,                0.92482,                0.96635,                0.89873,                0.37776,                0.32284,                 1.0394,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.37284,                0.31863,                0.98565,                0.93995,                0.92398,                0.96678,                0.89947,                0.37471,                0.31293,                 1.0372,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.37152,                 0.3182,                0.98512,                0.93577,                0.92653,                0.96683,                0.89961,                0.37557,                0.31549,                 1.0365,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.36767,                0.31235,                0.98187,                0.95001,                0.91791,                0.96753,                0.90191,                0.37052,                0.31108,                  1.035,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.36734,                0.31094,                0.98453,                0.94478,                0.92206,                0.96676,                0.90114,                0.36901,                0.31707,                  1.034,               1.99e-05,               1.99e-05,               1.99e-05
