                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.56117,                0.52423,                 1.0199,                0.85256,                0.88452,                0.93839,                0.82807,                 0.5046,                0.50895,                 1.0369,               0.000901,               0.000901,               0.000901
                     12,                0.54486,                0.50472,                  1.008,                0.85814,                0.91627,                0.94113,                0.82797,                0.51062,                0.46429,                 1.0382,              0.0008911,              0.0008911,              0.0008911
                     13,                0.53977,                0.49908,                 1.0025,                0.89342,                 0.8988,                 0.9481,                 0.8445,                 0.4914,                0.42649,                 1.0269,              0.0008812,              0.0008812,              0.0008812
                     14,                0.52588,                0.47965,                0.99261,                0.87842,                0.91187,                0.94585,                0.83739,                0.49912,                0.43336,                 1.0267,              0.0008713,              0.0008713,              0.0008713
                     15,                0.52449,                0.48429,                0.99207,                0.89496,                0.92111,                0.95877,                0.86276,                0.47236,                  0.403,                 1.0101,              0.0008614,              0.0008614,              0.0008614
                     16,                0.51939,                0.47437,                0.99175,                0.87158,                0.92534,                0.95173,                0.84909,                0.49053,                0.42837,                 1.0326,              0.0008515,              0.0008515,              0.0008515
                     17,                0.51523,                0.46507,                0.98747,                 0.8915,                 0.9387,                0.95968,                0.86111,                0.47071,                0.39347,                 1.0187,              0.0008416,              0.0008416,              0.0008416
                     18,                0.50663,                0.45097,                0.98431,                0.87335,                0.91148,                0.94298,                0.84412,                0.46994,                 0.4271,                 1.0015,              0.0008317,              0.0008317,              0.0008317
                     19,                0.49697,                 0.4461,                0.97831,                0.90629,                0.91264,                0.95609,                0.85983,                0.45833,                 0.3933,                 1.0085,              0.0008218,              0.0008218,              0.0008218
                     20,                0.49699,                0.44199,                0.97673,                0.91935,                0.91715,                0.96458,                0.87425,                0.46189,                0.37906,                 1.0048,              0.0008119,              0.0008119,              0.0008119
                     21,                0.48151,                0.42694,                0.96178,                0.89047,                0.91636,                0.95789,                0.86802,                0.44428,                0.40549,                0.99538,               0.000802,               0.000802,               0.000802
                     22,                0.47594,                 0.4243,                0.96575,                0.92084,                  0.914,                0.96194,                0.87219,                0.43534,                0.38362,                0.99314,              0.0007921,              0.0007921,              0.0007921
                     23,                0.47932,                0.42178,                0.96582,                0.90171,                0.93274,                 0.9604,                0.87459,                0.44188,                0.38864,                 1.0048,              0.0007822,              0.0007822,              0.0007822
                     24,                0.47372,                0.41108,                0.95926,                0.89753,                0.92652,                0.95802,                 0.8717,                0.45338,                0.38503,                0.99922,              0.0007723,              0.0007723,              0.0007723
                     25,                0.46513,                0.40386,                 0.9565,                 0.8985,                0.92528,                0.95496,                0.86937,                0.43587,                 0.3942,                0.98625,              0.0007624,              0.0007624,              0.0007624
                     26,                0.46139,                0.39975,                0.95576,                0.90329,                0.93695,                0.96053,                0.87977,                0.42483,                0.36503,                0.97638,              0.0007525,              0.0007525,              0.0007525
                     27,                0.45723,                0.39804,                0.95206,                0.91296,                0.92371,                0.96383,                0.87852,                0.44063,                0.36703,                0.99424,              0.0007426,              0.0007426,              0.0007426
                     28,                0.45596,                 0.3983,                0.95085,                0.91286,                0.92185,                0.95885,                0.87987,                0.41904,                0.36045,                0.97312,              0.0007327,              0.0007327,              0.0007327
                     29,                0.45229,                0.39353,                0.94778,                0.90996,                0.91689,                0.95926,                0.87792,                0.42511,                0.37688,                0.96528,              0.0007228,              0.0007228,              0.0007228
                     30,                 0.4496,                0.38717,                0.94501,                0.92761,                0.93901,                 0.9653,                0.87933,                0.45151,                0.34203,                0.99541,              0.0007129,              0.0007129,              0.0007129
                     31,                0.44577,                0.37874,                0.94325,                0.91419,                0.92666,                0.96342,                0.88409,                0.41467,                0.35669,                0.96361,               0.000703,               0.000703,               0.000703
                     32,                0.43933,                0.37624,                0.94068,                0.91945,                0.93692,                0.96507,                0.89036,                0.41126,                0.34029,                 0.9641,              0.0006931,              0.0006931,              0.0006931
                     33,                0.43927,                0.37711,                0.94018,                0.90596,                  0.932,                0.96193,                0.88901,                0.40887,                0.35556,                0.97214,              0.0006832,              0.0006832,              0.0006832
                     34,                0.43262,                0.36786,                0.93883,                0.91347,                0.93839,                0.96368,                0.88768,                0.41308,                0.33678,                0.96395,              0.0006733,              0.0006733,              0.0006733
                     35,                0.43447,                0.37021,                0.93883,                0.90839,                0.94061,                0.96434,                 0.8925,                0.40619,                0.33847,                0.96039,              0.0006634,              0.0006634,              0.0006634
                     36,                 0.4281,                0.36238,                0.92993,                0.92523,                0.94546,                0.96723,                0.89961,                0.39419,                0.31843,                 0.9588,              0.0006535,              0.0006535,              0.0006535
                     37,                0.42754,                0.36078,                0.93003,                0.92894,                0.91444,                0.96324,                0.89584,                0.39341,                0.33769,                  0.935,              0.0006436,              0.0006436,              0.0006436
                     38,                0.41719,                0.34925,                0.92602,                0.92897,                 0.9339,                0.96736,                0.89625,                0.39647,                 0.3235,                0.94623,              0.0006337,              0.0006337,              0.0006337
                     39,                0.41891,                 0.3509,                 0.9257,                0.91403,                 0.9407,                0.96576,                0.89747,                0.39349,                 0.3277,                 0.9375,              0.0006238,              0.0006238,              0.0006238
                     40,                0.41665,                0.34517,                0.92565,                 0.9094,                0.93886,                0.96513,                0.89651,                0.40151,                0.33934,                0.96086,              0.0006139,              0.0006139,              0.0006139
                     41,                 0.4126,                0.34906,                0.92365,                0.91636,                0.94666,                0.96915,                0.90289,                0.38718,                 0.3188,                0.94616,               0.000604,               0.000604,               0.000604
                     42,                0.41327,                0.34334,                0.92388,                0.91184,                0.95434,                0.96241,                0.89993,                0.37747,                0.33016,                 0.9374,              0.0005941,              0.0005941,              0.0005941
                     43,                0.40702,                0.33876,                0.92191,                0.93434,                0.92787,                0.96817,                0.90386,                0.38251,                0.32636,                 0.9451,              0.0005842,              0.0005842,              0.0005842
                     44,                0.40169,                0.33527,                0.91935,                 0.9196,                0.94963,                0.96589,                0.90361,                0.36391,                0.31155,                0.94288,              0.0005743,              0.0005743,              0.0005743
                     45,                0.39955,                 0.3297,                0.91537,                0.92001,                0.94141,                0.96598,                0.90491,                0.37139,                0.32834,                0.92924,              0.0005644,              0.0005644,              0.0005644
                     46,                0.39878,                0.32753,                0.91672,                0.90972,                0.95314,                0.96203,                0.90384,                0.36876,                0.32407,                0.93844,              0.0005545,              0.0005545,              0.0005545
                     47,                0.39373,                0.32354,                  0.914,                0.92542,                0.94037,                0.96267,                0.90604,                0.36115,                0.31342,                0.93521,              0.0005446,              0.0005446,              0.0005446
                     48,                0.39687,                 0.3231,                0.91307,                0.92827,                 0.9489,                0.96562,                0.90732,                0.36328,                0.30608,                0.91042,              0.0005347,              0.0005347,              0.0005347
                     49,                0.38899,                0.32279,                0.90996,                0.92424,                0.94176,                0.96582,                0.91001,                0.35891,                0.31181,                0.93599,              0.0005248,              0.0005248,              0.0005248
                     50,                0.38742,                0.31634,                0.90804,                0.91982,                0.94675,                0.96386,                0.90582,                0.35482,                0.31239,                 0.9182,              0.0005149,              0.0005149,              0.0005149
                     51,                0.38656,                0.31713,                0.90792,                0.91998,                 0.9458,                0.96526,                0.91137,                0.34907,                0.31547,                0.94017,               0.000505,               0.000505,               0.000505
                     52,                0.38216,                0.31303,                0.90737,                0.93261,                0.93965,                 0.9618,                0.90554,                0.34996,                0.32064,                0.93549,              0.0004951,              0.0004951,              0.0004951
                     53,                0.38065,                 0.3106,                0.90334,                0.92533,                0.94653,                0.96799,                0.91185,                 0.3504,                0.31277,                0.91414,              0.0004852,              0.0004852,              0.0004852
                     54,                0.38206,                0.30885,                 0.9048,                0.91674,                0.94481,                0.96696,                 0.9101,                0.35029,                0.31868,                0.91835,              0.0004753,              0.0004753,              0.0004753
                     55,                0.37901,                0.30154,                0.90087,                0.94131,                0.93682,                0.96741,                0.90929,                0.35984,                 0.3036,                0.91595,              0.0004654,              0.0004654,              0.0004654
                     56,                0.37287,                0.29901,                0.90308,                0.93493,                0.94184,                 0.9679,                0.91274,                0.35043,                0.31014,                 0.9188,              0.0004555,              0.0004555,              0.0004555
                     57,                0.37292,                0.29857,                0.89862,                0.93173,                 0.9386,                0.96199,                0.91189,                0.33937,                0.31143,                0.90884,              0.0004456,              0.0004456,              0.0004456
                     58,                0.36857,                0.29447,                0.89693,                0.92328,                0.94241,                 0.9616,                0.90931,                0.33724,                0.31958,                0.91014,              0.0004357,              0.0004357,              0.0004357
                     59,                0.36923,                0.29308,                0.89866,                0.93567,                0.94766,                0.96589,                 0.9121,                0.35253,                 0.3064,                0.93223,              0.0004258,              0.0004258,              0.0004258
                     60,                0.36263,                0.29017,                0.89258,                0.94616,                0.94013,                0.97042,                0.91629,                0.34507,                0.29199,                0.91021,              0.0004159,              0.0004159,              0.0004159
                     61,                0.36539,                0.29091,                0.89474,                0.93665,                0.94158,                0.96695,                0.91777,                0.33843,                0.30634,                0.91894,               0.000406,               0.000406,               0.000406
                     62,                 0.3635,                0.28691,                0.89291,                0.92707,                0.94754,                0.96188,                0.90951,                0.33803,                0.30981,                0.91621,              0.0003961,              0.0003961,              0.0003961
                     63,                0.36157,                0.28456,                0.89193,                0.93888,                0.93883,                0.96568,                0.91798,                0.33068,                0.29488,                0.91235,              0.0003862,              0.0003862,              0.0003862
                     64,                0.35779,                0.28043,                0.89144,                 0.9297,                0.94966,                0.96363,                0.91275,                0.33953,                0.31045,                0.93065,              0.0003763,              0.0003763,              0.0003763
                     65,                0.35436,                0.27784,                0.88959,                0.92973,                 0.9465,                0.96299,                0.91545,                0.33599,                0.29963,                0.91146,              0.0003664,              0.0003664,              0.0003664
                     66,                0.35127,                0.27494,                0.88816,                0.93522,                 0.9412,                0.96118,                0.91451,                0.33197,                0.30194,                0.91407,              0.0003565,              0.0003565,              0.0003565
                     67,                0.35533,                0.27823,                 0.8892,                0.92468,                0.94972,                 0.9622,                0.91315,                0.33631,                0.29575,                0.90132,              0.0003466,              0.0003466,              0.0003466
                     68,                0.35093,                 0.2735,                0.88348,                0.93399,                0.94925,                0.96528,                0.91619,                0.33028,                0.30035,                0.89646,              0.0003367,              0.0003367,              0.0003367
                     69,                0.34918,                0.27468,                0.88245,                0.94307,                0.93059,                0.96414,                0.91665,                0.32911,                0.30002,                0.90156,              0.0003268,              0.0003268,              0.0003268
                     70,                 0.3461,                0.27111,                0.88546,                 0.9366,                0.94573,                 0.9621,                0.91499,                 0.3233,                0.29668,                0.91192,              0.0003169,              0.0003169,              0.0003169
                     71,                0.34342,                0.26855,                0.88361,                0.93435,                0.93964,                0.96264,                0.91744,                0.32097,                0.29601,                0.91665,               0.000307,               0.000307,               0.000307
                     72,                0.34169,                0.26537,                 0.8824,                0.93384,                0.94614,                0.96435,                0.91655,                0.32805,                0.29152,                0.92921,              0.0002971,              0.0002971,              0.0002971
                     73,                0.34337,                0.26584,                0.88411,                0.94557,                0.93545,                0.96445,                0.91882,                 0.3216,                0.29171,                0.91933,              0.0002872,              0.0002872,              0.0002872
                     74,                0.34132,                 0.2637,                0.88386,                0.94429,                0.93923,                0.95968,                0.91239,                0.32248,                0.29177,                0.91266,              0.0002773,              0.0002773,              0.0002773
                     75,                0.33835,                0.26055,                0.88198,                 0.9383,                0.93919,                0.95837,                0.91342,                0.32278,                0.30149,                0.93087,              0.0002674,              0.0002674,              0.0002674
                     76,                0.33541,                0.25973,                0.88032,                 0.9412,                0.94797,                0.96216,                0.91713,                0.32582,                0.29043,                0.91881,              0.0002575,              0.0002575,              0.0002575
                     77,                0.33457,                0.25953,                0.88402,                0.94224,                0.94571,                0.96356,                 0.9187,                0.32458,                0.28215,                0.91628,              0.0002476,              0.0002476,              0.0002476
                     78,                0.33309,                0.25513,                0.87685,                0.94084,                0.94054,                0.95948,                0.91465,                0.31313,                0.29903,                0.89271,              0.0002377,              0.0002377,              0.0002377
                     79,                0.32956,                0.24939,                0.87469,                0.93495,                 0.9414,                0.95725,                0.91359,                0.31608,                0.30126,                0.90039,              0.0002278,              0.0002278,              0.0002278
                     80,                0.32773,                0.24659,                 0.8757,                0.93446,                0.94648,                0.95909,                0.91609,                0.31436,                 0.2943,                0.90322,              0.0002179,              0.0002179,              0.0002179
                     81,                0.32809,                 0.2491,                0.87599,                0.94169,                0.93513,                0.95803,                0.91388,                0.31462,                0.29798,                0.90316,               0.000208,               0.000208,               0.000208
                     82,                  0.324,                 0.2446,                 0.8741,                0.93486,                0.94977,                 0.9617,                0.91906,                0.31027,                0.29206,                0.91079,              0.0001981,              0.0001981,              0.0001981
                     83,                0.32396,                0.24538,                 0.8729,                0.93592,                0.94917,                0.96379,                0.92098,                0.31033,                 0.2853,                0.91467,              0.0001882,              0.0001882,              0.0001882
                     84,                0.32383,                0.24324,                0.87499,                0.94186,                0.93704,                0.95918,                0.91742,                0.30809,                 0.2958,                 0.9024,              0.0001783,              0.0001783,              0.0001783
                     85,                 0.3212,                0.24067,                0.87215,                0.93106,                0.95177,                0.96226,                0.91882,                0.30951,                0.28572,                0.90661,              0.0001684,              0.0001684,              0.0001684
                     86,                0.32233,                0.24062,                0.87204,                0.93856,                0.94518,                0.96098,                0.91666,                0.30765,                0.29144,                0.90998,              0.0001585,              0.0001585,              0.0001585
                     87,                 0.3177,                 0.2394,                0.86979,                 0.9288,                0.95193,                0.96129,                0.91992,                0.30673,                0.29711,                0.90115,              0.0001486,              0.0001486,              0.0001486
                     88,                0.32035,                 0.2398,                 0.8722,                0.93884,                0.94375,                0.95956,                0.91728,                0.30745,                0.29122,                0.89971,              0.0001387,              0.0001387,              0.0001387
                     89,                0.31553,                0.23654,                0.86871,                0.93529,                0.94978,                0.96006,                0.91981,                0.30848,                 0.2921,                0.90601,              0.0001288,              0.0001288,              0.0001288
                     90,                0.31322,                0.23272,                0.86931,                0.94195,                0.94614,                0.96002,                0.91709,                0.30722,                 0.2927,                0.90587,              0.0001189,              0.0001189,              0.0001189
                     91,                0.26383,                0.19025,                0.84573,                0.94299,                0.94583,                0.96052,                0.91569,                0.31197,                0.28245,                 0.9172,               0.000109,               0.000109,               0.000109
                     92,                 0.2516,                0.17761,                0.83834,                0.94285,                0.94591,                0.96168,                0.92001,                0.30901,                0.28322,                0.91014,               9.91e-05,               9.91e-05,               9.91e-05
                     93,                0.25088,                0.17707,                0.83923,                0.94404,                0.94106,                0.95864,                0.91609,                0.30306,                0.30201,                0.90295,               8.92e-05,               8.92e-05,               8.92e-05
                     94,                0.24798,                0.17333,                0.83585,                0.94616,                0.94133,                0.96102,                 0.9204,                0.30593,                0.28759,                0.91048,               7.93e-05,               7.93e-05,               7.93e-05
                     95,                0.24461,                0.16765,                0.83488,                0.93422,                0.95347,                0.96061,                0.91993,                0.30446,                0.29449,                0.90838,               6.94e-05,               6.94e-05,               6.94e-05
                     96,                0.24138,                0.16659,                0.83081,                0.94155,                0.94405,                0.96029,                0.91942,                0.30145,                 0.2936,                 0.9047,               5.95e-05,               5.95e-05,               5.95e-05
                     97,                0.24311,                0.16724,                0.83279,                0.94623,                0.94105,                0.96123,                0.91907,                0.30406,                0.29319,                0.90623,               4.96e-05,               4.96e-05,               4.96e-05
                     98,                0.23985,                0.16484,                0.83249,                0.94628,                0.93915,                 0.9615,                0.92339,                0.30151,                0.29469,                0.90239,               3.97e-05,               3.97e-05,               3.97e-05
                     99,                0.23624,                0.16073,                  0.831,                0.93329,                 0.9494,                0.95963,                0.92014,                 0.3005,                 0.2991,                0.90299,               2.98e-05,               2.98e-05,               2.98e-05
                    100,                0.23738,                0.16228,                 0.8318,                0.93926,                0.94819,                0.96166,                0.92194,                0.30018,                0.29276,                0.90299,               1.99e-05,               1.99e-05,               1.99e-05
